,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.7558139562606812,0.5298365354537964,0.5531918406486511,0.1720000058412552,0.2925170063972473,0.23439253866672516,936,207,104,43
