,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.8062015771865845,0.5480384826660156,0.35800808668136597,0.07599999755620956,0.15447154641151428,0.20839335024356842,936,231,104,19
