,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.7379844784736633,0.5261365175247192,0.8520578742027283,0.11599999666213989,0.21804511547088623,0.2072640359401703,936,221,104,29
