,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.8062015771865845,0.5376980900764465,0.17169250547885895,0.15600000321865082,0.27272728085517883,0.21726247668266296,936,211,104,39
