,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.7596899271011353,0.5401231050491333,0.33744189143180847,0.14399999380111694,0.2571428716182709,0.231772780418396,936,214,104,36
