,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.7581395506858826,0.5083557963371277,0.044970158487558365,0.14800000190734863,0.26241135597229004,0.21406880021095276,936,213,104,37
