,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.8062015771865845,0.5466634631156921,0.3540087640285492,0.07999999821186066,0.16129031777381897,0.2118401825428009,936,230,104,20
