,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.8062015771865845,0.5540845990180969,0.3633190393447876,0.10000000149011612,0.19379845261573792,0.2199295461177826,936,225,104,25
