,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.7410852909088135,0.49085962772369385,0.6218507289886475,0.09200000017881393,0.18110236525535583,0.19586005806922913,936,227,104,23
