,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.7465116381645203,0.528069257736206,0.5005384087562561,0.1120000034570694,0.21212121844291687,0.20582765340805054,936,222,104,28
