,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.8062015771865845,0.5858538150787354,0.3789258301258087,0.1599999964237213,0.2777777910232544,0.23784764111042023,936,210,104,40
