,accuracy,auroc,opt_threshold,opt_precision,opt_sensitivity,ap,confmat.tn,confmat.fp,confmat.fn,confmat.tp
0,0.7007752060890198,0.5504461526870728,0.5101605653762817,0.11999999731779099,0.2238806039094925,0.22028765082359314,936,220,104,30
